"ID","Name","Description","Parent"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_slab","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_slab_from_asphalt_slab","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_slab_from_asphalt_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_slab_from_pink_asphalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_slab_from_pink_asphalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_stairs","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_stairs_from_asphalt_stairs","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_stairs_from_asphalt_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_stairs_from_pink_asphalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_asphalt_stairs_from_pink_asphalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_beveled_glass","blockus:recipes/blockus.blockus_building_blocks/pink_beveled_glass","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_beveled_glass_from_beveled_glass","blockus:recipes/blockus.blockus_building_blocks/pink_beveled_glass_from_beveled_glass","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_colored_tiles","blockus:recipes/blockus.blockus_building_blocks/pink_colored_tiles","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_colored_tiles_from_pink_concrete_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_colored_tiles_from_pink_concrete_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_slab_from_pink_concrete_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_slab_from_pink_concrete_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_slab_from_pink_concrete_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_slab_from_pink_concrete_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_stairs_from_pink_concrete_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_stairs_from_pink_concrete_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_stairs_from_pink_concrete_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_brick_stairs_from_pink_concrete_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_bricks","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_bricks_from_pink_concrete_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_bricks_from_pink_concrete_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_pillar_from_pink_concrete_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_pillar_from_pink_concrete_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_concrete_pillar_from_pink_concrete_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_concrete_pillar_from_pink_concrete_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_futurneo_block","blockus:recipes/blockus.blockus_building_blocks/pink_futurneo_block","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_magenta_colored_tiles","blockus:recipes/blockus.blockus_building_blocks/pink_magenta_colored_tiles","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_neon","blockus:recipes/blockus.blockus_building_blocks/pink_neon","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_patterned_wool","blockus:recipes/blockus.blockus_building_blocks/pink_patterned_wool","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_redstone_lamp_alt","blockus:recipes/blockus.blockus_building_blocks/pink_redstone_lamp_alt","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_redstone_lamp_lit","blockus:recipes/blockus.blockus_building_blocks/pink_redstone_lamp_lit","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles","blockus:recipes/blockus.blockus_building_blocks/pink_shingles","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_from_pink_terracotta_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_from_pink_terracotta_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab_from_pink_shingles_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab_from_pink_shingles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab_from_pink_terracotta_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab_from_pink_terracotta_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab_from_shingles_slab","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_slab_from_shingles_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_pink_shingles_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_pink_shingles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_pink_terracotta_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_pink_terracotta_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_shingles","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_shingles","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_shingles_stairs","blockus:recipes/blockus.blockus_building_blocks/pink_shingles_stairs_from_shingles_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_slab","blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_slab_from_pink_stone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_slab_from_pink_stone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_slab_from_stone_brick_slab","blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_slab_from_stone_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_stairs","blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_stairs_from_pink_stone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_stairs_from_pink_stone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_stairs_from_stone_brick_stairs","blockus:recipes/blockus.blockus_building_blocks/pink_stone_brick_stairs_from_stone_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_stone_bricks","blockus:recipes/blockus.blockus_building_blocks/pink_stone_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/pink_white_colored_tiles","blockus:recipes/blockus.blockus_building_blocks/pink_white_colored_tiles","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_from_amethyst_block_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_from_amethyst_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_slab","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_slab_from_amethyst_block_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_slab_from_amethyst_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_slab_from_polished_amethyst_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_slab_from_polished_amethyst_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_stairs_from_amethyst_block_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_stairs_from_amethyst_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_stairs_from_polished_amethyst_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_amethyst_stairs_from_polished_amethyst_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_andesite_pillar_from_andesite_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_andesite_pillar_from_andesite_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_andesite_pillar_from_andesite_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_andesite_pillar_from_andesite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_andesite_pillar_from_polished_andesite_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_andesite_pillar_from_polished_andesite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab_from_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab_from_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab_from_polished_basalt_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab_from_polished_basalt_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab_from_polished_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_slab_from_polished_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs_from_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs_from_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs_from_polished_basalt_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs_from_polished_basalt_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs_from_polished_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_brick_stairs_from_polished_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_bricks","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_bricks_from_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_bricks_from_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_bricks_from_polished_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_bricks_from_polished_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_circle_pavement_from_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_circle_pavement_from_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_circle_pavement_from_polished_basalt_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_circle_pavement_from_polished_basalt_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_circle_pavement_from_polished_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_circle_pavement_from_polished_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_pillar_from_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_pillar_from_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_pillar_from_polished_basalt_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_pillar_from_polished_basalt_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_basalt_pillar_from_polished_basalt_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_basalt_pillar_from_polished_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_circle_pavement_from_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_circle_pavement_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_circle_pavement_from_polished_blackstone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_circle_pavement_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_circle_pavement_from_polished_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_circle_pavement_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_pillar_from_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_pillar_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_pillar_from_polished_blackstone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_pillar_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_pillar_from_polished_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_pillar_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_tiles_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_tiles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_tiles_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_tiles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles_from_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles_from_polished_blackstone_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles_from_polished_blackstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_blackstone_tiles_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_from_bluestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_from_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_slab","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_slab_from_bluestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_slab_from_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_slab_from_polished_bluestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_slab_from_polished_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_stairs_from_bluestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_stairs_from_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_stairs_from_polished_bluestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_bluestone_stairs_from_polished_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_charred_nether_bricks","blockus:recipes/blockus.blockus_building_blocks/polished_charred_nether_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_charred_nether_bricks_from_charred_nether_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_charred_nether_bricks_from_charred_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_diorite_pillar_from_diorite_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_diorite_pillar_from_diorite_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_diorite_pillar_from_diorite_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_diorite_pillar_from_diorite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_diorite_pillar_from_polished_diorite_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_diorite_pillar_from_polished_diorite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_from_dripstone_block_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_from_dripstone_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_slab","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_slab_from_dripstone_block_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_slab_from_dripstone_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_slab_from_polished_dripstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_slab_from_polished_dripstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_stairs_from_dripstone_block_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_stairs_from_dripstone_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_stairs_from_polished_dripstone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_dripstone_stairs_from_polished_dripstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_from_end_stone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_from_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_slab","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_slab_from_end_stone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_slab_from_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_slab_from_polished_end_stone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_slab_from_polished_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_stairs_from_end_stone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_stairs_from_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_stairs_from_polished_end_stone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_end_stone_stairs_from_polished_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_granite_pillar_from_granite_bricks_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_granite_pillar_from_granite_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_granite_pillar_from_granite_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_granite_pillar_from_granite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_granite_pillar_from_polished_granite_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_granite_pillar_from_polished_granite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone","blockus:recipes/blockus.blockus_building_blocks/polished_limestone","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_from_limestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_from_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_slab","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_slab_from_limestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_slab_from_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_slab_from_polished_limestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_slab_from_polished_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_stairs","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_stairs_from_limestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_stairs_from_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_limestone_stairs_from_polished_limestone_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_limestone_stairs_from_polished_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_marble","blockus:recipes/blockus.blockus_building_blocks/polished_marble","<null>","minecraft:recipes/root"
"blockus:recipes/blockus.blockus_building_blocks/polished_marble_from_marble_stonecutting","blockus:recipes/blockus.blockus_building_blocks/polished_marble_from_marble_stonecutting","<null>","minecraft:recipes/root"
